Nazwa pliku,TP,FN,FP,PPV,TPR,ACC,F1,INF
6GAZ_1_AA_A_268_A.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
6XU8_1_A5-A8_B_3382_G.amt,8,0,2,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7UW1_1_a_A_49_C.amt,14,0,6,0.7,1.0,0.7857142686843872,0.8235294117647058,0.8366600265340756
7UVZ_1_A_A_2000_G.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
6ERI_1_AA_A_1586_G.amt,14,0,6,0.7,1.0,0.7857142686843872,0.8235294117647058,0.8366600265340756
5XXU_1_2_2_1544_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7JIL_1_1_1_1343_C.amt,8,2,4,0.6666666666666666,0.8,0.699999988079071,0.7272727272727272,0.7302967433402214
8BUU_1_A_A_2320_U.amt,5,7,4,0.5555555555555556,0.4166666666666667,0.5416666865348816,0.4761904761904762,0.4811252243246882
7P7Q_1_A_A_1515_A.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
3J7A_1_A_A_893_U.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
4V9F_1_0_0_2735_U.amt,5,5,4,0.5555555555555556,0.5,0.550000011920929,0.5263157894736842,0.5270462766947299
7P7Q_1_A_A_447_G.amt,8,4,6,0.5714285714285714,0.6666666666666666,0.5833333134651184,0.6153846153846153,0.6172133998483676
7CPU_1_L5-L8_A_4295_U.amt,5,5,1,0.8333333333333334,0.5,0.699999988079071,0.625,0.6454972243679028
5XXB_1_1-4_1_1588_G.amt,10,6,8,0.5555555555555556,0.625,0.5625,0.5882352941176471,0.5892556509887896
7QCA_1_L70_A_21_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5XY3_1_1-4_1_1363_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5MRC_1_A_A_1701_A.amt,8,4,4,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
2VPL_1_B_B_42_U.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
7S0S_1_C_C_1219_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7CPU_1_S2_A_1385_C.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4WF9_1_X_X_1831_A.amt,9,1,1,0.9,0.9,0.8999999761581421,0.9,0.9
6HIW_1_CA_A_611_U.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
7KGB_1_a_a_1016_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8EUG_1_1-2_A_1171_G.amt,12,0,3,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5XXB_1_1-4_1_1526_G.amt,9,3,4,0.6923076923076923,0.75,0.7083333134651184,0.7199999999999999,0.7205766921228921
7UVZ_1_A_A_540_A.amt,5,7,2,0.7142857142857143,0.4166666666666667,0.625,0.5263157894736842,0.5455447255899809
3J79_1_A-C_A_3080_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4KZY_1_i_i_1710_A.amt,16,0,7,0.6956521739130435,1.0,0.78125,0.8205128205128205,0.8340576562282991
7QGG_1_S2_A_879_C.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
6ZU5_1_L50_A_905_G.amt,8,2,2,0.8,0.8,0.800000011920929,0.8000000000000002,0.8
6QKL_1_N_N_3169_C.amt,10,8,7,0.5882352941176471,0.5555555555555556,0.5833333134651184,0.5714285714285715,0.5716619504750294
5XXB_1_1-4_1_2352_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
4WF9_1_X_X_137_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7QCA_1_S60_A_179_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7PZY_1_1-4_1_2488_U.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
4V9F_1_0_0_784_A.amt,10,4,4,0.7142857142857143,0.7142857142857143,0.7142857313156128,0.7142857142857143,0.7142857142857143
7RQB_1_1A_A_294_A.amt,8,0,1,0.8888888888888888,1.0,0.9375,0.9411764705882353,0.9428090415820634
5TBW_1_1-4_1_221_A.amt,12,4,9,0.5714285714285714,0.75,0.59375,0.6486486486486486,0.6546536707079771
7PKT_1_7-6_B_547_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5XXB_1_1-4_1_2220_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6YWS_1_A_A_2019_A.amt,14,0,3,0.8235294117647058,1.0,0.8928571343421936,0.9032258064516129,0.9074852129730301
6XU8_1_A5-A8_B_3205_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8D8L_1_a_A_628_U.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
8BUU_1_A_A_739_C.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
7NHN_1_a_a_947_C.amt,10,2,5,0.6666666666666666,0.8333333333333334,0.7083333134651184,0.7407407407407408,0.7453559924999299
3SUX_1_X_X_70_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5J7L_1_DA_A_2006_C.amt,12,2,4,0.75,0.8571428571428571,0.7857142686843872,0.7999999999999999,0.8017837257372731
5AJ0_1_Bv_A_30_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6RM3_1_L70_A_33_A.amt,0,4,0,0.0,0.0,0.5,0.0,0.0
6XU8_1_A5-A8_B_3499_G.amt,4,4,3,0.5714285714285714,0.5,0.5625,0.5333333333333333,0.5345224838248488
3J7P_1_S2_A_1130_G.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
7PWG_1_1-4_1_1805_C.amt,10,2,4,0.7142857142857143,0.8333333333333334,0.75,0.7692307692307692,0.7715167498104596
6XU8_1_A5-A8_B_3859_C.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7UNW_1_a_A_788_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7PZY_1_1-4_1_530_U.amt,3,3,2,0.6,0.5,0.5833333134651184,0.5454545454545454,0.5477225575051661
6S0X_1_a_a_518_A.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
6ZJ3_1_LE_A_1072_G.amt,4,0,3,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
7P7Q_1_A_A_1814_A.amt,13,3,6,0.6842105263157895,0.8125,0.71875,0.742857142857143,0.7456011350793258
7O7Y_1_B5-B8_A_2538_A.amt,8,2,2,0.8,0.8,0.800000011920929,0.8000000000000002,0.8
7QGG_1_E_A_56_G.amt,7,3,3,0.7,0.7,0.699999988079071,0.7,0.7
5MRC_1_A_A_2818_C.amt,9,5,4,0.6923076923076923,0.6428571428571429,0.6785714030265808,0.6666666666666666,0.667124384994991
6XU8_1_A5-A8_B_1276_G.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
8GLP_1_L5-L8_B_3680_U.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
3DIL_1_A_A_141_G.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7RQB_1_1A_A_2022_U.amt,5,5,3,0.625,0.5,0.6000000238418579,0.5555555555555556,0.5590169943749475
7RQB_1_1A_A_2518_A.amt,11,3,5,0.6875,0.7857142857142857,0.7142857313156128,0.7333333333333334,0.734968415259167
7NSH_1_BA_A_943_C.amt,4,0,3,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
7R81_1_A1-C1_A_1867_A.amt,6,6,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
6FYY_1_2_2_286_G.amt,8,0,4,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QIZ_1_S2_A_50_C.amt,12,4,4,0.75,0.75,0.75,0.75,0.75
7NSH_1_BA_A_1211_A.amt,4,2,3,0.5714285714285714,0.6666666666666666,0.5833333134651184,0.6153846153846153,0.6172133998483676
7ZHG_1_2_A_1396_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6ZU5_1_S60_A_41_G.amt,7,3,4,0.6363636363636364,0.7,0.6499999761581421,0.6666666666666666,0.6674238124719146
4LVW_1_A_A_60_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6FYY_1_2_2_1381_G.amt,3,1,2,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
8EUG_1_1-2_A_1373_C.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
4MGN_1_B_B_25_A.amt,0,6,1,0.0,0.0,0.4166666567325592,0.0,0.0
8A57_1_A_A_990_C.amt,12,8,9,0.5714285714285714,0.6,0.574999988079071,0.5853658536585366,0.5855400437691198
6FYY_1_2_2_1295_A.amt,6,4,6,0.5,0.6,0.5,0.5454545454545454,0.5477225575051661
5T5H_1_G_G_165_A.amt,9,1,2,0.8181818181818182,0.9,0.8500000238418579,0.8571428571428572,0.8581163303210332
6SWD_1_2_2_582_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7WIE_1_V_A_10_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8A22_1_A9_A_54_U.amt,2,0,2,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
3J79_1_A-C_A_3435_A.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7OYC_1_51-81_A_4033_U.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
5MRC_1_A_A_26_A.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
4K31_1_B-C_C_6_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
3RG5_1_B_B_32_C.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4WF9_1_X_X_216_A.amt,4,4,2,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7QIY_1_2_A_1244_G.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
5T5H_1_H_H_38_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7NSH_1_BA_A_456_G.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
4V90_1_AV_A_17_C.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
1KXK_1_A_A_65_G.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
6DU4_1_B_B_24_C.amt,6,0,4,0.6,1.0,0.6666666865348816,0.7499999999999999,0.7745966692414834
8EUG_1_1-2_A_1688_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7UNW_1_A_A_421_A.amt,14,0,5,0.7368421052631579,1.0,0.8214285969734192,0.8484848484848484,0.8583950752789521
7ZHG_1_2_A_1387_A.amt,3,3,2,0.6,0.5,0.5833333134651184,0.5454545454545454,0.5477225575051661
7A0S_1_X_X_1126_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
5MRC_1_A_A_2383_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7QI4_1_Ax_A_10_G.amt,6,4,3,0.6666666666666666,0.6,0.6499999761581421,0.631578947368421,0.6324555320336759
6RXU_1_C1-C2_A_1538_G.amt,6,4,4,0.6,0.6,0.6000000238418579,0.6,0.6
7N2V_1_Dt_A_25_C.amt,2,4,0,1.0,0.3333333333333333,0.6666666865348816,0.5,0.5773502691896257
8EUG_1_1-2_B_68_U.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
7QI4_1_AA_A_1555_A.amt,6,0,4,0.6,1.0,0.6666666865348816,0.7499999999999999,0.7745966692414834
8D8L_1_a_A_821_U.amt,9,5,5,0.6428571428571429,0.6428571428571429,0.6428571343421936,0.6428571428571429,0.6428571428571429
6RM3_1_L50_A_2079_C.amt,4,10,5,0.4444444444444444,0.2857142857142857,0.4642857015132904,0.34782608695652173,0.3563483225498992
8CVM_1_a_A_6_G.amt,8,2,5,0.6153846153846154,0.8,0.6499999761581421,0.6956521739130435,0.7016464154456233
5J7L_1_DA_A_1255_U.amt,10,0,4,0.7142857142857143,1.0,0.800000011920929,0.8333333333333333,0.8451542547285166
5J7L_1_AA_A_715_A.amt,6,2,5,0.5454545454545454,0.75,0.5625,0.631578947368421,0.6396021490668313
7P6Z_1_5_5_31_U.amt,2,4,4,0.3333333333333333,0.3333333333333333,0.3333333432674408,0.3333333333333333,0.3333333333333333
7QIZ_1_S2_A_1378_C.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
8EUG_1_1-2_A_1440_G.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
6ZJ3_1_LI_A_3080_U.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7QIZ_1_S2_A_1087_A.amt,4,4,3,0.5714285714285714,0.5,0.5625,0.5333333333333333,0.5345224838248488
7CPU_1_L5-L8_A_3943_U.amt,5,9,2,0.7142857142857143,0.35714285714285715,0.6071428656578064,0.4761904761904762,0.5050762722761054
6QKL_1_N_N_1538_A.amt,8,4,5,0.6153846153846154,0.6666666666666666,0.625,0.64,0.6405126152203485
5VYC_1_i2_A_1225_U.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
3PDR_1_X_X_35_C.amt,2,4,3,0.4,0.3333333333333333,0.4166666567325592,0.3636363636363636,0.3651483716701107
7NAD_1_1_A_3075_G.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
8D8L_1_a_A_203_A.amt,8,2,4,0.6666666666666666,0.8,0.699999988079071,0.7272727272727272,0.7302967433402214
5XYI_1_2_2_782_U.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7PZY_1_1-4_1_2245_C.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
6ZU5_1_S60_A_683_G.amt,8,2,2,0.8,0.8,0.800000011920929,0.8000000000000002,0.8
7QCA_1_S60_A_1024_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
1B23_1_R_R_50_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7QIZ_1_S2_A_1396_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
3J79_1_A-C_A_1648_U.amt,5,7,4,0.5555555555555556,0.4166666666666667,0.5416666865348816,0.4761904761904762,0.4811252243246882
7QGG_1_t-D_B_1670_C.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
1ZX7_1_C-E-D-F_E_14_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7KGB_1_a_a_349_G.amt,8,2,2,0.8,0.8,0.800000011920929,0.8000000000000002,0.8
7QIZ_1_S2_A_1555_C.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
7QI4_1_A_A_2468_A.amt,8,4,1,0.8888888888888888,0.6666666666666666,0.7916666865348816,0.761904761904762,0.769800358919501
4WSM_1_1K_A_47_C.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
6XU8_1_B2_A_1100_A.amt,10,0,2,0.8333333333333334,1.0,0.8999999761581421,0.9090909090909091,0.9128709291752769
7UVZ_1_A_A_2580_U.amt,1,1,1,0.5,0.5,0.5,0.5,0.5
6YDP_1_BA_A_468_A.amt,10,2,7,0.5882352941176471,0.8333333333333334,0.625,0.6896551724137931,0.7001400420140049
8CVM_1_a_A_2227_G.amt,7,7,3,0.7,0.5,0.6428571343421936,0.5833333333333334,0.5916079783099616
7P7Q_1_A_A_1484_A.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
6AZ3_1_1-7_1_718_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
5XTM_1_B_B_44_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7RQB_1_1A_A_1385_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5VYC_1_i2_A_1321_G.amt,1,1,1,0.5,0.5,0.5,0.5,0.5
7JIL_1_1_1_990_G.amt,10,0,4,0.7142857142857143,1.0,0.800000011920929,0.8333333333333333,0.8451542547285166
5J7L_1_AA_A_490_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5XY3_1_1-4_1_2674_A.amt,8,0,4,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QI4_1_A_A_3217_A.amt,4,2,3,0.5714285714285714,0.6666666666666666,0.5833333134651184,0.6153846153846153,0.6172133998483676
7CPU_1_L5-L8_A_1728_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6ZU5_1_L50_A_1653_G.amt,8,4,5,0.6153846153846154,0.6666666666666666,0.625,0.64,0.6405126152203485
5XXU_1_2_2_379_U.amt,10,6,6,0.625,0.625,0.625,0.625,0.625
3J79_1_A-C_A_1120_A.amt,6,2,5,0.5454545454545454,0.75,0.5625,0.631578947368421,0.6396021490668313
7OYC_1_51-81_A_1041_A.amt,10,2,2,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
5XXB_1_1-4_1_3213_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4K50_1_B_B_583_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7NHN_1_a_a_551_G.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
5E6M_1_C_C_36_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
3DIL_1_A_A_103_U.amt,6,4,1,0.8571428571428571,0.6,0.75,0.7058823529411764,0.7171371656006361
2ZUE_1_B_B_954_U.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7ZHG_1_2_A_1367_C.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
2R8S_1_R_R_108_G.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
3JCS_1_3_3_37_A.amt,6,2,1,0.8571428571428571,0.75,0.8125,0.7999999999999999,0.8017837257372731
6GAZ_1_AA_A_842_A.amt,8,0,2,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
6ZJ3_1_S1_A_1999_U.amt,1,9,0,1.0,0.1,0.550000011920929,0.18181818181818182,0.31622776601683794
4LFB_1_A_A_721_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
3FTE_1_C-D_D_1519_A.amt,10,0,3,0.7692307692307693,1.0,0.8500000238418579,0.8695652173913044,0.8770580193070292
3J79_1_A-C_A_593_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
2A64_1_A_A_135_U.amt,1,1,1,0.5,0.5,0.5,0.5,0.5
7OYB_1_22_A_488_C.amt,10,0,4,0.7142857142857143,1.0,0.800000011920929,0.8333333333333333,0.8451542547285166
8A22_1_A7-A6_A_65_U.amt,8,2,1,0.8888888888888888,0.8,0.8500000238418579,0.8421052631578948,0.8432740427115678
4OQU_1_A_A_74_C.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
6ERI_1_BA_A_249_C.amt,7,1,3,0.7,0.875,0.75,0.7777777777777777,0.7826237921249264
7NSH_1_BA_A_478_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
6ZJ3_1_S1_A_1566_C.amt,9,3,5,0.6428571428571429,0.75,0.6666666865348816,0.6923076923076924,0.6943650748294137
7JJU_1_A-B_A_7_A.amt,10,0,3,0.7692307692307693,1.0,0.8500000238418579,0.8695652173913044,0.8770580193070292
7UW1_1_a_A_754_U.amt,8,2,4,0.6666666666666666,0.8,0.699999988079071,0.7272727272727272,0.7302967433402214
8A22_1_A8_A_302_U.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7UNW_1_a_A_1447_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7CPU_1_L5-L8_A_4670_U.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7QCA_1_L50_A_596_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
8A22_1_A7-A6_B_243_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7P0V_1_B_B_144_C.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7R81_1_A2_A_1580_G.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4V9F_1_0_0_2791_U.amt,10,2,6,0.625,0.8333333333333334,0.6666666865348816,0.7142857142857143,0.7216878364870323
5T2A_1_B_B_970_G.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
3J79_1_A-C_A_1045_A.amt,13,7,6,0.6842105263157895,0.65,0.675000011920929,0.6666666666666667,0.6668859288553503
7UTN_1_C_A_73_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7QCA_1_S60_A_1271_C.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7QEP_1_1_1_705_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5T5H_1_A-C_A_129_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
4V9F_1_0_0_414_C.amt,10,2,5,0.6666666666666666,0.8333333333333334,0.7083333134651184,0.7407407407407408,0.7453559924999299
7ENI_1_B_B_67_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5XY3_1_1-4_4_90_A.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7SFR_1_A_A_74_U.amt,9,5,2,0.8181818181818182,0.6428571428571429,0.75,0.7200000000000001,0.7252406676228423
8EUG_1_1-2_A_2759_C.amt,6,4,0,1.0,0.6,0.800000011920929,0.7499999999999999,0.7745966692414834
5XYI_1_2_2_986_G.amt,5,5,5,0.5,0.5,0.5,0.5,0.5
5T5H_1_B_B_1155_C.amt,13,3,6,0.6842105263157895,0.8125,0.71875,0.742857142857143,0.7456011350793258
6SWE_1_2_2_982_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7P7Q_1_a_a_1053_C.amt,3,5,2,0.6,0.375,0.5625,0.4615384615384615,0.4743416490252569
3J7Q_1_5-8_5_2503_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7OYB_1_51-81_A_3696_A.amt,5,1,3,0.625,0.8333333333333334,0.6666666865348816,0.7142857142857143,0.7216878364870323
7R81_1_A1-C1_A_1606_U.amt,2,0,2,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
3SUX_1_X_X_57_A.amt,6,0,4,0.6,1.0,0.6666666865348816,0.7499999999999999,0.7745966692414834
7S0S_1_C_C_2262_C.amt,9,5,9,0.5,0.6428571428571429,0.5,0.5625000000000001,0.5669467095138409
7A0S_1_X_X_2182_A.amt,6,0,0,1.0,1.0,1.0,1.0,1.0
6DN2_1_Y-X_Y_87_A.amt,4,0,3,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
3J79_1_A-C_A_2173_G.amt,6,6,4,0.6,0.5,0.5833333134651184,0.5454545454545454,0.5477225575051661
5XYI_1_2_2_1529_A.amt,8,0,3,0.7272727272727273,1.0,0.8125,0.8421052631578948,0.8528028654224418
7QEP_1_1_1_199_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6NEQ_1_A_A_362_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7OYC_1_51-81_A_3257_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5TBW_1_AS_A_103_A.amt,9,1,3,0.75,0.9,0.800000011920929,0.8181818181818182,0.8215838362577492
5VYC_1_i2_A_430_C.amt,3,3,4,0.42857142857142855,0.5,0.4166666567325592,0.4615384615384615,0.4629100498862757
4LFB_1_A_A_878_G.amt,2,4,0,1.0,0.3333333333333333,0.6666666865348816,0.5,0.5773502691896257
7RQB_1_1A_A_2387_U.amt,3,5,1,0.75,0.375,0.625,0.5,0.5303300858899106
5T2A_1_B_B_1110_A.amt,2,4,0,1.0,0.3333333333333333,0.6666666865348816,0.5,0.5773502691896257
8CVM_1_a_A_2722_C.amt,11,5,3,0.7857142857142857,0.6875,0.75,0.7333333333333334,0.734968415259167
5XYI_1_2_2_638_C.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
6ERI_1_AA_A_1478_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7SFR_1_A_A_1764_C.amt,8,2,4,0.6666666666666666,0.8,0.699999988079071,0.7272727272727272,0.7302967433402214
7QGG_1_t-D_B_4003_A.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6CZR_1_1a_A_28_G.amt,8,0,3,0.7272727272727273,1.0,0.8125,0.8421052631578948,0.8528028654224418
5J7L_1_DA_A_1994_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6ZU5_1_S60_A_38_G.amt,4,0,3,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
6RXU_1_C1-C2_A_878_C.amt,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
7QCA_1_S60_A_1135_U.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
4WF9_1_X_X_1515_G.amt,3,1,3,0.5,0.75,0.5,0.6,0.6123724356957945
4V9F_1_0_0_1289_C.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QGG_1_t-D_B_1488_G.amt,6,2,2,0.75,0.75,0.75,0.75,0.75
8GXB_1_A_A_37_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7RQB_1_1A_A_1651_G.amt,6,6,5,0.5454545454545454,0.5,0.5416666865348816,0.5217391304347826,0.5222329678670935
4V88_1_A6_A_600_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5TBW_1_1-4_1_3232_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7R81_1_A1-C1_A_1445_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7YGA_1_N_A_143_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7P6Z_1_3_3_1385_U.amt,8,2,4,0.6666666666666666,0.8,0.699999988079071,0.7272727272727272,0.7302967433402214
6ERI_1_AA_A_2638_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
8CRX_1_A_A_1404_A.amt,6,0,0,1.0,1.0,1.0,1.0,1.0
7QGG_1_t-D_B_2620_G.amt,2,6,0,1.0,0.25,0.625,0.4,0.5
7RQB_1_1A_A_2694_G.amt,12,4,3,0.8,0.75,0.78125,0.7741935483870969,0.7745966692414834
5UNE_1_A-B_A_10_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7UNW_1_a_A_351_G.amt,7,5,2,0.7777777777777778,0.5833333333333334,0.7083333134651184,0.6666666666666666,0.6735753140545634
8EUG_1_1-2_A_2378_C.amt,4,2,0,1.0,0.6666666666666666,0.8333333134651184,0.8,0.816496580927726
7ASE_1_0_0_461_C.amt,8,0,4,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
